trade_date,loan_age,cosign,income_annual,upb,monthly_payment,fico,origbalance,mos_to_repay,repay_status,mos_to_balln
2023-01-01,8,0,74347.2,8838.95,205.06,755,10589.04,0,0,52
2023-01-01,11,0,85654.92,50085.84,432.24,699,51539.17,0,0,171
2023-01-01,55,0,128731.2,65504.61,754.21,731,85845.27,0,0,125
2023-01-01,14,0,79377,42830.73,397.24,765,46754.25,0,0,166
2023-01-01,41,0,212480.2,42371.79,657.54,813,60193.16,0,0,80
2023-01-01,40,0,76828.18,25618.29,400.65,781,35696.12,0,0,121
2023-01-01,24,0,137177.28,43779.81,573.4,670,52167.22,0,0,96
2023-01-01,27,0,118560,12826.02,180.82,827,16379.93,0,0,93
2023-01-01,20,0,63264.42,13253.2,267.75,803,18614.25,0,0,66
2023-01-01,43,0,194520.82,32640.01,795.49,741,56836.41,0,0,46
2023-01-01,11,0,226959.92,10469.71,247.27,822,13444.98,0,0,51
2023-01-01,22,0,79999.92,15120.61,281.9,669,19254.47,0,0,64
2023-01-01,11,0,258231.82,19124.99,441.48,765,22903.29,0,0,49
2023-01-01,45,0,72800,16293.04,459.57,767,32359.98,0,0,40
2023-01-01,2,0,62370.1,61184.34,527.92,785,61519.99,0,0,178
2023-01-01,4,0,82282.5,20453.56,411.72,799,21740.32,0,0,57
2023-01-01,14,0,70178.51,89805.09,704.72,769,88489.24,0,0,236
2023-01-01,32,0,54000,21076.2,211.78,736,23918.41,0,0,148
2023-01-01,26,0,149330.17,3830.59,345.46,803,18218.75,0,0,35
2023-01-01,15,0,78447.2,13553.08,376.86,783,20083.14,0,0,45
2023-01-01,5,0,155180.08,34921.99,391.82,731,36096.83,0,0,116
2023-01-01,23,0,69680,24112.5,718.81,701,37212.06,0,0,37
2023-01-01,13,0,170019.2,48763.67,398.08,805,52001.04,0,0,167
2023-01-01,22,0,125000,34336.54,438.58,836,40797.72,0,0,99
2023-01-01,36,0,88377.36,53462.42,847.08,713,74528.95,0,0,85
2023-01-01,21,0,40103.7,11855.93,336.59,791,17450.12,0,0,39
2023-01-01,19,0,84354.96,11835.12,319.54,739,16659.17,0,0,42
2023-01-01,19,0,134960.02,51896.63,660.62,797,61126.35,0,0,103
2023-01-01,7,0,62291.58,32057.42,307.91,731,34468.82,0,0,176
2023-01-01,42,0,165950,142488.79,1488.85,737,172076.62,0,0,138
2023-01-01,50,0,85288.44,15929.23,178.89,707,19575.78,0,0,131
2023-01-01,21,0,95000,36452.45,344.59,759,40210.16,0,0,160
2023-01-01,36,0,96937.5,32557.78,479.43,752,42644.9,0,0,85
2023-01-01,10,0,90267.84,68898.91,799.87,756,73564.42,0,0,111
2023-01-01,20,0,57084,37740.42,527.18,773,46859.45,0,0,100
2023-01-01,49,0,77280,60628.99,1055.89,774,96171.71,0,0,71
2023-01-01,29,0,42188.56,25983.41,215.64,697,27800.8,0,0,211
2023-01-01,42,0,138008.95,78170.98,1214.29,838,111209.03,0,0,79
2023-01-01,25,0,47039.65,34178.19,338.09,778,38135.24,0,0,156
2023-01-01,4,0,228500.44,25918,385.14,810,27105.06,0,0,80
2023-01-01,13,0,58255.32,12523.06,208.29,784,14707.67,0,0,71
2023-01-01,20,0,117235.25,44172.07,342.88,755,46353.46,0,0,220
2023-01-01,3,0,64718.34,41758.16,361.95,784,42528.72,0,0,177
2023-01-01,31,0,138000,185696.22,1389.04,790,201699.84,0,0,210
2023-01-01,35,0,114802,9161.89,206.97,823,14444.85,0,0,51
2023-01-01,29,0,97102.65,53017.29,525.52,751,59385.34,0,0,152
2023-01-01,13,0,50924.9,33666.93,419.81,765,37000.08,0,0,107
2023-01-01,27,0,58000,11545.24,387.5,717,20073.23,0,0,33
2023-01-01,30,0,121284.8,1515.46,246.78,753,12996.34,0,0,30
2023-01-01,21,0,303144.25,52511.26,2798.67,843,153316.18,0,0,40
2023-01-01,37,0,248961.12,44291.12,1036.16,836,75096.32,0,0,47
2023-01-01,18,0,73798.92,87592.72,694.46,701,91105.14,0,0,222
2023-01-01,24,0,141257.19,111562.46,1011.55,763,125590.06,0,0,156
2023-01-01,20,0,69999.96,35676.93,493.94,819,44695.57,0,0,101
2023-01-01,4,0,90030.12,33019.6,497.45,742,33949.35,0,0,81
2023-01-01,42,0,54017.6,3522.23,207.78,821,11000,0,0,18
2023-01-01,43,0,270006.62,3005.88,193.85,759,10919.17,0,0,17
2023-01-01,36,0,135059.04,17852.26,423.17,786,30168.07,0,0,84
2023-01-01,26,0,46598,15706.12,308.02,826,21041.34,0,0,59
2023-01-01,17,0,166603.6,66275.87,796.62,779,76347.46,0,0,104
2023-01-01,8,0,77110,44861.05,714.43,760,48773.89,0,0,77
2023-01-01,19,0,53040,3924.19,511.6,805,26827,0,0,41
2023-01-01,50,0,64632.48,29897.78,648.5,793,57768.03,0,0,70
2023-01-01,20,0,237032.29,18646.06,498.45,761,27314.99,0,0,40
2023-01-01,40,0,76681.73,115845.59,1043.65,755,126996.6,0,0,200
2023-01-01,17,0,89890,17595.7,310.94,696,21200.32,0,0,67
2023-01-01,30,0,235000.08,30661.33,425.23,802,40661.91,0,0,90
2023-01-01,33,0,260000,170634.08,2371.37,770,221965.3,0,0,88
2023-01-01,4,0,112532,15220.17,303.45,797,16161.64,0,0,56
2023-01-01,29,0,103480,67087.97,661.46,721,74623.81,0,0,151
2023-01-01,9,0,225000,187756.62,100,774,188463.6,0,0,141
2023-01-01,5,0,56115.28,17092.78,199.34,803,17553.64,0,0,116
2023-01-01,40,0,94000,4346.95,231.48,764,12188.84,0,0,20
2023-01-01,9,0,71697.6,47771.13,1111.75,769,76922.59,0,0,75
2023-01-01,27,0,293074.6,41067.41,542.87,830,51763.75,0,0,94
2023-01-01,50,0,101362.8,102450.13,905.26,835,120238.2,0,0,190
2023-01-01,30,0,199312.57,60308.48,2232.33,802,120783.29,0,0,30
2023-01-01,34,0,80280.5,83520.61,701.52,718,90441.84,0,0,206
2023-01-01,44,0,51036.96,41634.17,680.77,779,59293.61,0,0,77
2023-01-01,16,0,182297.47,176389.16,1474.02,785,187627.23,0,0,166
2023-01-01,50,0,173492.8,23740.56,562.34,802,53475.91,0,0,72
2023-01-01,15,0,320999.9,188367.73,1600.8,809,200448.64,0,0,165
2023-01-01,12,0,110000,14123.03,341.19,796,18181.66,0,0,49
2023-01-01,19,0,183750,118715.79,874.89,769,125666.48,0,0,222
2023-01-01,61,0,84000.02,36893.24,892.41,807,88309.01,0,0,60
2023-01-01,31,0,277999.92,55574.4,764.89,712,71366.26,0,0,89
2023-01-01,23,0,182000,365606.58,2618.45,832,427705.99,0,0,217
2023-01-01,34,0,156070.72,45138.06,637.36,775,60766.44,0,0,86
2023-01-01,30,0,50005.2,11667.19,247.71,734,16646.66,0,0,55
2023-01-01,21,0,45735.95,3755.35,134.1,755,9131.86,0,0,63
2023-01-01,4,0,109407.28,28391.45,326.66,828,30364.41,0,0,117
2023-01-01,10,0,85000.24,52990.66,611.44,761,56681.46,0,0,110
2023-01-01,14,0,125000.04,56799.9,1321.16,801,70976.38,0,0,47
2023-01-01,8,0,71496.21,6342.3,137.16,763,7206.24,0,0,53
2023-01-01,4,0,366189,277432.15,2997.2,822,287524.22,0,0,116
2023-01-01,22,0,75000,50481.51,453.12,797,54922.02,0,0,159
2023-01-01,27,0,114388.14,20237.64,568.76,719,29744.07,0,0,40
2023-01-01,16,0,105000,105429.83,1321.92,724,119370.57,0,0,105
2023-01-01,35,0,137256.88,24890.06,249.97,837,28890.68,0,0,145
2023-01-01,24,0,170040,54241.76,482.57,845,60637.89,0,0,157
2023-01-01,24,0,138000,26051.54,557.37,786,40310.28,0,0,61
2023-01-01,11,0,64999.92,38425.91,851.3,794,45335.79,0,0,50
2023-01-01,23,0,197371.71,8808.2,262.45,819,27947.5,0,0,38
2023-01-01,43,0,299999.96,165844.02,2555.44,725,242192.63,0,0,78
2023-01-01,45,0,57999.96,106381.96,962.73,750,122701.19,0,0,196
2023-01-01,16,0,82000.1,63283.26,485.66,689,65632.17,0,0,224
2023-01-01,34,0,133320.31,90102.58,735.44,748,95649.64,0,0,207
2023-01-01,21,0,126796.8,111515.36,1409.58,803,172395.28,0,0,159
2023-01-01,15,0,56778.86,21217.13,246.39,686,27197.25,0,0,165
2023-01-01,18,0,77526,44924.01,430.27,745,50793.96,0,0,163
2023-01-01,30,0,75000.12,29462.35,1070.58,769,55376.46,0,0,30
2023-01-01,28,0,54898.14,67029.13,552.55,762,70670,0,0,213
2023-01-01,19,0,50043.84,46971.31,375.95,684,49401.91,0,0,222
2023-01-01,11,0,278408,393108.47,4471.31,798,420859.22,0,0,110
2023-01-01,36,0,195000,339883.48,2595.75,806,386851.89,0,0,204
2023-01-01,43,0,145947.84,42313.38,682.1,812,61722.15,0,0,77
2023-01-01,21,0,79040,20776.8,556.14,673,22646.4,0,0,54
2023-01-01,16,0,92187.68,9624.91,116.39,764,10783.26,0,0,104
2023-01-01,4,0,74187.36,67816.16,1030.76,763,70474.42,0,0,80
2023-01-01,11,0,67955.68,89839.6,811.6,768,92814.59,0,0,171
2023-01-01,46,0,75000.12,10094.06,87.38,738,11485.25,0,0,195
2023-01-01,40,0,70500,25878.72,928.11,690,63506.2,0,0,44
2023-01-01,27,0,70000.08,48097.08,400.6,666,50946.94,0,0,214
2023-01-01,22,0,111315.62,24634.93,707.1,683,35652.97,0,0,39
2023-01-01,29,0,48000.16,25674.36,216.99,746,27514.99,0,0,212
2023-01-01,8,0,360000,403910.9,100,790,403910.9,0,0,87
2023-01-01,29,0,162389.24,79512.18,741.35,808,92147.99,0,0,151
2023-01-01,54,0,115500,125490.7,1114.25,810,146425.92,0,0,187
2023-01-01,29,0,61000,33469.92,1059.92,796,91059.42,0,0,93
2023-01-01,31,0,195000,102182.46,1358.24,801,128729.28,0,0,90
2023-01-01,16,0,229999.9,84634.74,4213.01,838,232226.27,0,0,45
2023-01-01,11,0,189009.6,49023.26,783.9,805,56202.52,0,0,75
2023-01-01,40,0,136709.2,30754.4,248.61,770,35302.19,0,0,241
2023-01-01,16,0,63395.02,75861.85,613.94,730,78326.24,0,0,226
2023-01-01,8,0,123600,43053.25,346.83,669,44592.78,0,0,232
2023-01-01,22,0,81391.7,40543.09,538.29,826,47839.18,0,0,98
2023-01-01,6,0,139569.12,174516.86,2004.16,710,181926.79,0,0,115
2023-01-01,47,0,124008,116142.8,1951.09,801,181678.21,0,0,74
2023-01-01,56,0,56100,11994.76,225.68,790,19503.17,0,0,65
2023-01-01,29,0,93778.85,31826.7,1107.34,827,57854.61,0,0,31
2023-01-01,18,0,81682.25,14681.51,384.24,821,20302.87,0,0,42
2023-01-01,45,0,144599.98,192219.02,1927.43,739,220589.98,0,0,136
2023-01-01,38,0,140000.12,5975.08,450.36,780,24292.6,0,0,23
2023-01-01,32,0,75286.56,5991.44,239.47,737,12482.71,0,0,28
2023-01-01,21,0,190008,201434.06,2442.83,736,233971.65,0,0,100
2023-01-01,32,0,64999.92,35693.1,787.57,784,52542.87,0,0,53
2023-01-01,31,0,70000.08,23534.78,595.98,727,40087.44,0,0,53
2023-01-01,13,0,129110.76,43008.52,511.12,708,47000.96,0,0,108
2023-01-01,5,0,200000.06,273413.56,2999.5,776,291330.25,0,0,116
2023-01-01,14,0,169130,6595.3,363.78,838,19984.28,0,0,46
2023-01-01,32,0,360000,48359.52,657.09,809,62695.49,0,0,88
2023-01-01,29,0,70000,14358.65,198.06,674,17408.95,0,0,91
2023-01-01,28,0,231750.22,54919.37,717.95,780,68413.81,0,0,92
2023-01-01,29,0,98274.43,10355.94,141,813,12750.86,0,0,92
2023-01-01,41,0,79999.66,17801.79,460.35,807,32397.13,0,0,44
2023-01-01,17,0,114459.86,31613.57,385.52,786,35520.24,0,0,104
2023-01-01,13,0,180000,76773.85,939.17,794,88464.87,0,0,108
2023-01-01,21,0,73008,77711.7,1000.81,830,90503.06,0,0,101
2023-01-01,13,0,189599.8,52576.75,436.89,793,55144.58,0,0,169
2023-01-01,45,0,76281.4,12945.18,207.75,756,18686.21,0,0,76
2023-01-01,32,0,58585.8,32967.69,292.28,675,47181.92,0,0,208
2023-01-01,40,0,197940.12,158607.27,2385.35,810,226076.11,0,0,80
2023-01-01,26,0,84932.64,11787.93,378.18,710,19773.39,0,0,35
2023-01-01,18,0,60000,81173.75,795.97,761,90436.66,0,0,162
2023-01-01,18,0,163463.04,39195.31,343.92,803,42740.47,0,0,164
2023-01-01,2,0,46700,78400.26,868.65,834,80439.38,0,0,118
2023-01-01,11,0,180001.12,228198.4,2087.16,834,264479.95,0,0,169
2023-01-01,42,0,102668,19826.93,536.44,798,37986.67,0,0,42
2023-01-01,25,0,341299.92,67761.65,2052.54,836,112864.55,0,0,36
2023-01-01,53,0,126713.6,30043.56,541.57,770,49614.02,0,0,67
2023-01-01,39,0,145200,21683.04,1175.13,707,61730.94,0,0,22
2023-01-01,31,0,134317.97,104197.13,816.18,718,112827.49,0,0,220
2023-01-01,10,0,225000,220942.18,100,801,231873.86,0,0,81
2023-01-01,22,0,110000.08,35609.24,547.94,799,53636.98,0,0,98
2023-01-01,35,0,156216.58,11488.43,557.35,805,30426.59,0,0,26
2023-01-01,5,0,170529.9,164985.15,1809.34,798,171693.87,0,0,115
2023-01-01,23,0,165526.8,81964.64,776.08,714,89459.97,0,0,157
2023-01-01,55,0,209999.92,14458.3,156.19,793,196686.95,0,0,181
2023-01-01,29,0,170000.04,80920.04,1630.98,829,132701.04,0,0,56
2023-01-01,11,0,212499.98,49593.77,1102.33,795,59432.98,0,0,51
2023-01-01,32,0,177186.92,195060.29,3043.08,693,275496.39,0,0,89
2023-01-01,10,0,65000,61387.55,578.51,756,64001.12,0,0,170
2023-01-01,21,0,165900,19086.63,347.05,774,24823.91,0,0,63
2023-01-01,30,0,344124,55859.45,1992.41,772,109147.87,0,0,30
2023-01-01,22,0,200669,90940.23,1146.69,700,105496.69,0,0,99
2023-01-01,30,0,90000.04,18885.64,269.92,809,24455.33,0,0,91
2023-01-01,28,0,210126.72,42472.73,324.36,766,45751.06,0,0,213
2023-01-01,8,0,251188.45,127912.59,1422.02,792,134037.38,0,0,113
2023-01-01,15,0,171582.95,18020.36,427.4,822,23006.52,0,0,46
2023-01-01,15,0,66999.92,11670.26,290.37,785,15409.84,0,0,45
2023-01-01,40,0,167967.84,10634.04,536.92,772,28685.26,0,0,21
2023-01-01,22,0,100000.08,63235.78,2123.09,839,113803.19,0,0,38
2023-01-01,24,0,270834.24,17231.35,518.6,828,27967.81,0,0,61
2023-01-01,18,0,200000.76,42488.85,976.26,812,71621.58,0,0,67
2023-01-01,22,0,140920,179916.76,1611.71,794,196880.57,0,0,158
2023-01-01,11,0,187000,117927.2,970.29,825,123605.81,0,0,170
2023-01-01,24,0,64480,2071.77,347.11,749,17980.75,0,0,38
2023-01-01,46,0,43747.55,12167.32,207.47,773,18040.42,0,0,75
2023-01-01,23,0,232459.2,97885.91,879.18,762,109201.31,0,0,158
2023-01-01,29,0,147565.08,182707.19,1478.93,662,208239.66,0,0,1
2023-01-01,40,0,112488,36183.48,897.66,752,63464.35,0,0,45
2023-01-01,22,0,140000.12,58243.23,1673.33,712,88161.33,0,0,38
2023-01-01,19,0,92520,30988.95,250.2,677,32212.78,0,0,221
2023-01-01,32,0,82000,54892.38,1234.03,698,80901.74,0,0,62
2023-01-01,17,0,146999.84,32770.94,316.76,830,39289.35,0,0,165
2023-01-01,13,0,107800,19747.29,238.08,701,21520,0,0,107
2023-01-01,28,0,63653.98,8234.45,69.23,734,8913.49,0,0,213
2023-01-01,43,0,170384.24,12192.29,190.55,725,50033.48,0,0,77
2023-01-01,43,0,184920,22099.09,581.27,830,43342.5,0,0,41
2023-01-01,24,0,165000,115071.3,1012.88,796,126795.29,0,0,157
2023-01-01,33,0,167468.6,110953.9,853.21,741,122640.26,0,0,241
2023-01-01,15,0,61317.88,70565.05,866.13,758,77426.4,0,0,106
2023-01-01,28,0,86233.94,2362.81,223.98,805,11883.53,0,0,33
2023-01-01,43,0,75309.96,34536.98,527.24,850,46374.36,0,0,81
2023-01-01,24,0,146070,27946.68,209.46,798,29890.73,0,0,216
2023-01-01,24,0,67995.2,7253.84,287.54,792,15036.41,0,0,36
2023-01-01,24,0,137330.7,50111.24,482.24,708,54607.8,0,0,156
2023-01-01,15,0,154000.08,128396.95,1585.04,815,149403.68,0,0,105
2023-01-01,14,0,224999.84,117403.99,5654.91,808,310051.09,0,0,47
2023-01-01,54,0,114920,71260.01,1498.77,839,134809.77,0,0,66
2023-01-01,41,0,145090.4,187383.13,2033.24,800,235077.34,0,0,140
2023-01-01,36,0,61106,2960.6,109.98,703,7345.6,0,0,48
2023-01-01,24,0,36000,8957.6,174.63,759,11881.96,0,0,60
2023-01-01,22,0,62319.39,21357.05,390.33,789,46612.61,0,0,62
2023-01-01,19,0,239814.18,23331.48,636.86,736,34879.07,0,0,42
2023-01-01,10,0,126060.74,13566.21,157.36,787,14640.24,0,0,111
2023-01-01,16,0,310000.08,78611.4,923.15,826,88348.08,0,0,104
2023-01-01,26,0,224908.28,72163.33,547.89,842,77157.37,0,0,215
2023-01-01,19,0,55993.6,138806.71,1120.67,767,144008.16,0,0,224
2023-01-01,20,0,80500,18151.74,139.17,663,18857.14,2,1,241
2023-01-01,32,0,165200.1,101247.7,778.83,828,127728.29,0,0,241
2023-01-01,17,0,101534.4,152417.14,1355.61,806,164202.7,0,0,165
2023-01-01,45,0,66452.06,6876.95,196.88,736,13578.37,0,0,39
2023-01-01,19,0,101649.6,68216.92,624.8,833,73393.4,0,0,161
2023-01-01,2,0,187642.98,39912.19,600.23,752,41025.38,0,0,83
2023-01-01,16,0,200000.06,70033.8,821.74,785,78774.32,0,0,104
2023-01-01,2,0,184995.2,30487.41,259.07,768,30560.56,0,0,179
2023-01-01,21,0,180000,166690.58,2216.17,787,212261.8,0,0,101
2023-01-01,21,0,122838.71,32959.36,297.27,777,36689.47,0,0,159
2023-01-01,22,0,95248.14,52443.87,678.18,794,61435.43,0,0,98
2023-01-01,32,0,147504.17,1833.41,85.14,844,40172.33,0,0,29
2023-01-01,30,0,320280,164259.41,2393.61,790,226858.84,0,0,90
2023-01-01,56,0,51785.92,32697.74,387.44,754,41038.85,0,0,125
2023-01-01,30,0,54499.9,60507.82,502.24,770,64663.54,0,0,211
2023-01-01,26,0,53976,39370.01,387.01,758,43701.56,0,0,154
2023-01-01,40,0,138450,2600.96,130.58,745,7127.82,0,0,21
2023-01-01,14,0,56418.31,10802.51,267.35,822,14045.67,0,0,47
2023-01-01,32,0,110297.3,30645.2,682.36,661,46636.61,0,0,53
2023-01-01,29,0,54999.88,43565.81,366.3,732,47188.23,0,0,211
2023-01-01,58,0,77820.34,27878.35,535.45,756,48977.64,0,0,63
2023-01-01,22,0,108439.93,29213.05,262.54,793,31826.15,0,0,159
2023-01-01,19,0,130000,43178.28,540.75,737,49402.39,0,0,102
2023-01-01,42,0,99999.9,46832.37,718.43,829,65766.6,0,0,79
2023-01-01,15,0,73999.9,104509.08,766.41,781,108845.35,0,0,225
2023-01-01,42,0,90000.04,7356.25,418.97,792,22181.12,0,0,19
2023-01-01,32,0,240000.02,442685.6,3420.6,666,482027.09,0,0,208
2023-01-01,26,0,49470,49070.55,418.33,729,53880.1,0,0,214
2023-01-01,7,0,367796.38,270949.82,2144.59,782,291474.13,0,0,173
2023-01-01,9,0,112574,11138.52,240.66,803,12912.67,0,0,51
2023-01-01,23,0,155000.16,151346.93,1891.53,836,180476.38,0,0,98
2023-01-01,20,0,55432.78,35185.22,639.42,757,43673.29,0,0,65
2023-01-01,17,0,65232.48,12200.94,308.04,792,16093.97,0,0,45
2023-01-01,41,0,72089.04,9566.97,285.18,784,19675.06,0,0,43
